140,183
140,186
141,189
141,191
144,195
150,189
154,191
156,190
159,188
158,184
158,181
159,177
160,174
162,171
165,171
167,169
168,166
164,166
162,163
158,161
157,158
159,156
164,156
165,154
165,151
168,149
167,147
165,146
165,142
167,139
168,134
176,132
178,131
180,135
180,137
187,138
190,138
195,137
197,137
201,137
202,133
204,131
207,127
209,124
213,122
215,119
218,117
220,119
221,116
222,114
224,113
225,109
226,106
230,104
233,105
239,102
239,99
243,96
248,92
251,92
254,94
255,98
256,102
252,101
252,104
252,106
255,109
257,113
259,115
262,114
265,115
267,117
272,115
275,113
278,111
279,113
282,110
283,108
287,107
288,104
290,100
294,98
295,94
297,91
300,91
302,93
307,89
310,86
316,85
317,81
317,78
315,79
313,76
308,74
305,73
303,71
305,70
301,66
303,61
307,56
308,53
308,51
308,48
307,42
306,39
301,39
295,33
292,32
292,30
293,27
296,27
300,24
301,21
302,16
302,13
304,10
302,8
300,15
299,19
295,24
292,25
289,28
285,30
282,34
286,37
287,40
284,45
282,49
284,52
280,55
278,54
275,55
269,58
268,61
264,63
260,62
257,63
254,61
255,59
258,57
259,54
264,50
268,48
271,45
271,42
271,39
271,34
267,35
260,38
255,39
252,40
248,40
245,43
242,45
235,52
235,55
236,57
240,59
242,60
242,66
241,68
247,71
246,74
246,77
244,81
244,85
243,87
240,90
238,93
233,98
228,102
225,102
223,105
220,107
215,112
209,114
205,115
201,115
199,118
198,121
194,123
188,124
184,125
179,127
176,128
172,128
170,126
166,129
162,132
162,134
159,136
158,140
161,145
161,148
158,151
154,156
155,160
152,162
150,164
145,165
142,167
137,170
131,175
125,178
122,181
120,179
114,181
111,181
112,175
116,170
118,166
125,164
128,166
132,166
127,164
130,162
134,161
137,160
137,158
138,155
139,153
140,151
135,145
131,146
130,144
132,142
127,140
125,134
122,130
120,132
120,134
115,140
113,144
116,149
115,151
117,154
114,156
112,158
109,159
107,161
114,163
116,166
118,180
128,179
132,177
135,176
137,178
