199,230
199,173
198,171
198,168
196,166
196,163
193,163
191,160
184,161
183,159
181,161
179,161
175,160
172,159
171,157
166,153
162,155
159,155
157,157
158,159
160,161
162,161
163,164
167,165
167,169
165,170
161,169
159,175
158,179
157,182
159,185
159,187
156,190
154,189
152,189
151,187
147,193
149,196
147,198
149,200
149,203
148,207
145,208
142,210
141,212
136,213
134,215
133,217
131,218
130,221
129,223
126,225
123,226
121,225
117,229
106,229
105,233
101,236
99,237
99,240
95,245
99,246
101,251
104,252
107,249
109,248
109,253
137,242
156,254
165,252
170,249
176,243
183,247
183,243
186,241
194,237
194,233
195,230
