244,165
268,165
265,162
265,159
267,153
263,149
261,146
260,144
259,139
255,136
252,132
252,126
249,128
246,129
242,132
238,130
234,130
232,131
231,134
226,135
225,139
220,141
216,144
214,146
213,149
210,148
206,147
207,150
210,153
213,156
212,158
210,158
212,162
216,163
218,163
220,164
223,164
223,167
223,169
220,172
218,173
218,177
225,176
231,170
237,169
242,165
